energy;Mean_Abs_SHAP;Zone
22.23;0.03851438399773514;Ag ka
2.99;0.0368682050004248;Ag La
3.17;0.011195061284947978;Ag Lb
6.35;0.005108047528395626;Fe ka
8.75;0.0035954745289290204;background3
2.46;0.002187292962690717;background1
3.84;0.001393655176342002;Ca
21.31;0.0009458904780676661;Ag compton
22.95;0.0005905351255420016;background5
5.60;0.0002664465224536038;background2
