energy;Mean_Abs_SHAP
1;0.0
1.03;0.00011856743455362096
1.05;0.0
1.08;0.0
1.1;0.0
1.13;0.0
1.16;0.0
1.18;0.0
1.21;0.0
1.23;0.0
1.26;0.0
1.28;0.0
1.31;0.0
1.33;0.0
1.36;0.0
1.38;0.0
1.41;0.0
1.44;0.0
1.46;0.00014034068782166098
1.49;0.0
1.51;0.0
1.54;0.00013428770523266835
1.56;0.0
1.59;0.0
1.61;0.0
1.64;0.0
1.66;0.0
1.69;0.0
1.72;0.0
1.74;0.0
1.77;0.0
1.79;0.0
1.82;0.0
1.84;0.0
1.87;0.0
1.89;0.0
1.92;0.0
1.95;0.0
1.97;0.0
2;0.0
2.02;0.0
2.05;0.0
2.07;0.0
2.1;0.0
2.12;0.0
2.15;0.0001313515040310094
2.17;0.0
2.2;0.0
2.23;0.0
2.25;0.0
2.28;0.0
2.3;0.0
2.33;0.0
2.35;0.0
2.38;0.0
2.4;0.0
2.43;0.0
2.45;0.0
2.48;0.0
2.51;0.0
2.53;0.0
2.56;0.0
2.58;0.0
2.61;0.0
2.63;0.0
2.66;0.0
2.68;0.0
2.71;0.0
2.74;0.0
2.76;0.0
2.79;0.0
2.81;0.0
2.84;0.0
2.86;0.0
2.89;0.0
2.91;0.0
2.94;0.0
2.96;0.0
2.99;0.0
3.02;0.0
3.04;0.0
3.07;0.0
3.09;0.0
3.12;0.0
3.14;0.0
3.17;0.0
3.19;0.0
3.22;0.0
3.24;0.0
3.27;0.0
3.3;0.0
3.32;0.0
3.35;0.0
3.37;0.0
3.4;0.0
3.42;0.0
3.45;0.0
3.47;0.0
3.5;0.0
3.52;0.0
3.55;0.0
3.58;0.0
3.6;0.0
3.63;0.0002704303105499465
3.65;0.005839422883698895
3.68;0.014409181414640175
3.7;0.02866440899372198
3.73;0.030049757392082096
3.75;0.021900220124662983
3.78;0.007315782397493654
3.81;0.0009251552560730632
3.83;0.0
3.86;0.0
3.88;0.0
3.91;0.0
3.93;0.0
3.96;0.0
3.98;0.0003551471077082083
4.01;0.00017282463529238854
4.03;0.0001658439467125347
4.06;0.0
4.09;0.0
4.11;0.0
4.14;0.0
4.16;0.0
4.19;0.0
4.21;0.0
4.24;0.0
4.26;0.0
4.29;0.0
4.31;0.0
4.34;0.0
4.37;0.0
4.39;0.0
4.42;0.0006766067558285093
4.44;0.007657216648623142
4.47;0.029375067663410973
4.49;0.044419695565591305
4.52;0.049260471392196505
4.54;0.05051408334265622
4.57;0.04670902089892561
4.6;0.024643670312854082
4.62;0.005984771297910529
4.65;0.0005248658194538382
4.67;0.0
4.7;0.0
4.72;0.00015196481297621056
4.75;0.0
4.77;0.0
4.8;0.0
4.82;0.0
4.85;0.0001622237836974144
4.88;0.00036986813954384277
4.9;0.0008619168703200726
4.93;0.0010107324220679427
4.95;0.000210411478677324
4.98;0.00011099767942014065
5;0.00029578603968038135
5.03;0.0
5.05;0.0
5.08;0.0
5.1;0.0
5.13;0.0
5.16;0.0
5.18;0.0
5.21;0.0
5.23;0.0
5.26;0.0
5.28;0.0
5.31;0.0
5.33;0.0
5.36;0.0
5.38;0.0
5.41;0.0
5.44;0.0
5.46;0.0
5.49;0.0
5.51;0.000124927846929704
