energy;Mean_Abs_SHAP;Zone
2.99;0.037642049476073504;Ag La
22.23;0.027123586755602575;Ag ka
3.22;0.013294018785176276;Ag Lb
8.73;0.002216626017054788;Zn
21.41;0.0017191579152902971;Ag compton
6.35;0.0013881307013553505;Fe
18.45;0.0011299581194378111;Bremsstrahlung
4.84;0.00027918417776816854;background
3.84;0.00016300310594255914;Ca
7.93;8.82266196078991e-05;Cu
