energy;Mean_Abs_SHAP
1.32;0.0
1.34;0.0
1.36;0.0
1.38;0.0
1.4;0.0
1.42;0.0
1.44;0.0
1.46;6.987744096492389e-05
1.48;0.0
1.5;0.0
1.52;0.0
1.54;0.0
1.56;0.0
1.58;0.0
1.6;0.0
1.62;0.0
1.64;0.0
1.66;0.0
1.68;6.726718124165889e-05
1.7;0.0
1.72;0.0
1.74;0.0
1.76;0.0
1.78;0.0
1.8;0.0
1.82;0.0
1.84;0.0
1.86;7.563959917490548e-05
1.88;0.0
1.9;0.0
1.92;0.0
1.94;0.0
1.96;0.0
1.98;5.7304506943268565e-05
2;0.0
2.02;0.0
2.04;0.0
2.06;0.0
2.08;0.0
2.1;0.0
2.12;0.0
2.14;0.0
2.16;6.19921625900902e-05
2.18;0.0
2.2;0.0
2.22;0.0
2.24;0.0
2.26;0.0
2.28;0.0
2.3;0.0
2.32;0.0
2.34;0.0
2.36;0.0
2.38;0.0
2.4;0.00015740969055747365
2.42;0.0
2.44;0.0
2.46;9.228919787973567e-05
2.48;0.0
2.5;0.0
2.52;0.0
2.54;0.0
2.56;5.6794939938321964e-05
2.58;0.0
2.6;0.0
2.62;0.0
2.64;0.0
2.66;0.0
2.68;0.0
2.7;0.0
2.72;0.00015227688621203753
2.74;0.0
2.76;0.0
2.78;0.0
2.8;0.0
2.82;0.0001755834162199864
2.84;0.0
2.86;0.0
2.88;7.181444554508009e-05
2.9;6.764383638956807e-05
2.92;0.0
2.94;0.0
2.96;0.0
2.98;0.0
3;0.0
3.02;9.912524588018921e-05
3.04;0.0002010367942984045
3.06;0.0
3.08;0.0
3.1;0.0
3.12;0.0
3.14;0.0
3.16;0.0
3.18;0.0
3.2;0.0
3.22;6.312701111499408e-05
3.24;0.0
3.26;0.0
3.28;0.0
3.3;7.527519733965314e-05
3.32;0.0
3.34;0.0
3.36;9.134651864546867e-05
3.38;0.0
3.4;9.980208770531033e-05
3.42;0.0
3.44;0.0
3.46;0.0
3.48;0.00011144697362980708
3.5;0.0
3.52;3.647890515468554e-05
3.54;0.0
3.56;0.0
3.58;0.0
3.6;0.0
3.62;0.0
3.64;9.015177902162391e-05
3.66;8.212602336010533e-05
3.68;0.00014816104024471387
3.7;0.0002802399324460656
3.72;6.41447377341823e-05
3.74;0.0
3.76;0.00011105579217943567
3.78;0.0
3.8;0.0
3.82;0.0
3.84;0.0
3.86;0.0
3.88;3.729413539945399e-05
3.9;0.0
3.92;0.0
3.94;6.981605107614276e-05
3.96;0.0
3.98;0.0
4;0.0
4.02;0.0
4.04;0.0
4.06;0.0
4.08;6.910328872840753e-05
4.1;5.8656540023525526e-05
4.12;0.0
4.14;0.0001227737102935705
4.16;0.000134036539372693
4.18;0.0
4.2;0.0
4.22;0.0
4.24;0.0
4.26;0.0
4.28;0.0
4.3;0.0
4.32;0.0
4.34;0.0
4.36;0.0
4.38;0.0
4.4;0.0
4.42;0.0
4.44;0.00019689805791160334
4.46;0.00035077114398012377
4.48;0.00047573497020078983
4.5;0.001514142018970356
4.52;0.0007446969221991177
4.54;0.0005276376530160519
4.56;0.0002124726744811235
4.58;0.0
4.6;5.235263692506627e-05
4.62;0.0
4.64;0.0
4.66;4.943712566246694e-05
4.68;0.0
4.7;0.0
4.72;8.059175857565143e-05
4.74;0.0
4.76;5.376789062605059e-05
4.78;0.0
4.8;0.00021279024484758418
4.82;0.00013915595967170082
4.84;0.0
4.86;0.0
4.88;0.0
4.9;0.0
4.92;0.0
