gen;nevals;mean;std;var;min;max;Seed
0;200;0.6961122557887499;0.1358943499282457;0.018467274342420494;0.3150861907199999;0.9057348855133334;0
1;138;0.8068901298400835;0.11183940375438645;0.01250805223213667;0.3645366825099999;0.9076564858466667;0
2;128;0.8277184007236832;0.1049701834763592;0.011018739419060513;0.37754298738333325;0.9076564858466667;0
3;136;0.8486876456903499;0.07319948868141735;0.005358165143220945;0.4872892855133332;0.9076564858466667;0
4;137;0.83183463087615;0.09360505138738875;0.00876190564523569;0.4506307041366666;0.9076564858466667;0
5;126;0.8382340464584499;0.08870432670232753;0.007868457575713257;0.48375359559333325;0.9076564858466667;0
6;143;0.8164348517207;0.1091954791947685;0.01192365267657512;0.45281370934333326;0.9076564858466667;0
7;123;0.8340515425989168;0.10037784647745425;0.010075712063451375;0.45469138738333326;0.9076564858466667;0
8;132;0.8310729218827834;0.10323025521950178;0.010656485592683475;0.37754298738333325;0.9076564858466667;0
9;144;0.8313654055573834;0.09343754904359318;0.008730575571273881;0.37754298738333325;0.9076564858466667;0
10;138;0.8268798302341668;0.10416731952762935;0.010850830457571231;0.4559019955933333;0.9076564858466667;0
11;124;0.8311441844644334;0.10266841272132247;0.01054080297071581;0.4578235959266666;0.9076564858466667;0
12;119;0.8375631116084667;0.1025955816254934;0.010525853369073279;0.4474984955933333;0.9076564858466667;0
13;134;0.8258672398743835;0.11176106140692635;0.012490534846802761;0.4455886041366667;0.9076564858466667;0
14;131;0.8333026076877666;0.10184485496020072;0.010372374481864321;0.45973348738333325;0.9076564858466667;0
15;136;0.8385569242546167;0.089492498019819;0.008008907201827307;0.4578235959266666;0.9076564858466667;0
16;136;0.8336971207909833;0.09696573479913506;0.009402353725136193;0.4606826907199999;0.9088231717633334;0
17;118;0.8280154305139333;0.11486380999248434;0.013193694845989545;0.34660310113333326;0.9088231717633334;0
18;135;0.8293332922680332;0.10020444417845588;0.01004093063311328;0.47344020413666654;0.9088670940566667;0
19;130;0.8351388481127667;0.09308207255707043;0.008664272231519726;0.4712691959266666;0.9088670940566667;0
20;150;0.8250197251377167;0.10018665258184918;0.010037365355556147;0.4559019955933333;0.9169974803066667;0
21;146;0.8109363918052667;0.11664828085016504;0.01360682142529898;0.37754298738333325;0.9169974803066667;0
22;150;0.8114477122995334;0.10274046700510585;0.010555603560427243;0.4559019955933333;0.9169974803066667;0
23;140;0.8200695719920332;0.09578610144105493;0.009174977229276066;0.4690861907199999;0.9169974803066667;0
24;141;0.8195030105358001;0.09134411083608263;0.008343746584434547;0.4559019955933333;0.9169974803066667;0
25;120;0.8327205750180667;0.09507879568388986;0.009039977388698873;0.5552890959266666;0.9169974803066667;0
26;146;0.8192121737236334;0.10053861837699313;0.010108013785154659;0.4505242773033332;0.9169974803066667;0
27;127;0.8303775252588332;0.09956720005760238;0.009913627327310614;0.4559019955933333;0.9169974803066667;0
28;129;0.8332143863118833;0.0947360987371049;0.008974928403926488;0.48375359559333325;0.9169974803066667;0
29;136;0.8195702972851666;0.0970242623989918;0.009413707494068413;0.5481652041366666;0.9169974803066667;0
30;139;0.8219750398275333;0.10127888794548358;0.01025741314347382;0.45469138738333326;0.9169974803066667;0
31;135;0.8217936492688166;0.09734050105470904;0.00947517314558181;0.48375359559333325;0.9169974803066667;0
32;130;0.8386025836415832;0.08729545220397768;0.00762049597549695;0.45160310113333324;0.9169974803066667;0
33;131;0.81603355949925;0.10579440891125554;0.011192456956881945;0.4693475955933333;0.9169974803066667;0
34;139;0.8270975461437999;0.08628861104001177;0.007445724395214443;0.5226627907199999;0.9169974803066667;0
35;125;0.8273807611212;0.09369985530199587;0.008779662883614965;0.5627313955933333;0.91700867697;0
36;145;0.8216213189106333;0.08479600029371147;0.007190361665811116;0.46813698738333326;0.91700867697;0
