gen;nevals;mean;std;var;min;max;Seed
37;143;0.824792632955;0.08758287423530534;0.007670759859317311;0.45469138738333326;0.91700867697;0
38;132;0.8284834002862;0.08818077545036677;0.007775849159028007;0.4693475955933333;0.91700867697;0
39;146;0.8239254354690498;0.0909729698853283;0.00827608124975685;0.45973348738333325;0.91700867697;0
40;144;0.8202030774626833;0.09322212634734281;0.008690364840719946;0.45469138738333326;0.91700867697;0
41;133;0.8208074451389333;0.10619148255631689;0.011276630967508553;0.23992189559333335;0.91700867697;0
42;120;0.8273990254902998;0.11291486657881653;0.012749767094511937;0.3705680903866666;0.91700867697;0
43;116;0.8312455826490998;0.09629372854179259;0.00927248215648044;0.48106879071999986;0.91700867697;0
44;127;0.8379580481040165;0.08721369981178659;0.007606229434860423;0.37754298738333325;0.91700867697;0
45;146;0.8120975919143;0.1088159503191939;0.011840911043869275;0.2667808821766667;0.91700867697;0
46;123;0.8315626214868331;0.09915412167679648;0.009831539845496961;0.45469138738333326;0.91700867697;0
47;145;0.8137584410700833;0.09763315515822092;0.00953223298614924;0.5480962041366666;0.91700867697;0
48;135;0.8223660941813665;0.09703384081288645;0.009415566262900587;0.45160310113333324;0.91700867697;0
49;130;0.8265822041622667;0.09917968515146491;0.009836609946743709;0.45281370934333326;0.91700867697;0
50;134;0.82418018592995;0.09171550081840707;0.008411733090371227;0.4899740903866665;0.91700867697;0
0;200;0.7114879154138499;0.13403685796860146;0.017965879294095037;0.3332892855133332;0.90260267697;1
1;135;0.8077006140663834;0.10272513458408108;0.01055245327531757;0.37754298738333325;0.90260267697;1
2;140;0.8116655630195165;0.10780093502371942;0.011621041591988174;0.37754298738333325;0.9138652717633334;1
3;139;0.8063510284378332;0.11122341064054184;0.012370647074514594;0.4760266907199999;0.9138652717633334;1
4;143;0.8115511801433667;0.10808378004907115;0.011682103509695991;0.43882238738333323;0.92832767697;1
5;114;0.8374354227313333;0.09858311585634714;0.009718630731945965;0.30281798738333326;0.92832767697;1
6;138;0.81846916573855;0.10322207262057426;0.010654796276087106;0.44942009592666665;0.92832767697;1
7;134;0.8289169851129499;0.09720191088385419;0.00944821147947273;0.45281370934333326;0.92832767697;1
8;154;0.8183501244098832;0.11040819729002534;0.01218997002883316;0.47536180446999987;0.92832767697;1
9;129;0.8320090415843001;0.10669805932803177;0.011384475864368186;0.45160310113333324;0.92832767697;1
10;133;0.8296954323935499;0.11506270476349126;0.013239426027490352;0.4506307041366666;0.92832767697;1
11;139;0.8228715869927998;0.11839071245732806;0.014016360796153733;0.45281370934333326;0.92832767697;1
12;130;0.8251594296550832;0.13042304676617664;0.0170101711277723;0.3631369873833333;0.92832767697;1
13;128;0.8391149271129666;0.10840609637584743;0.011751881731449521;0.4455886041366667;0.92832767697;1
14;149;0.8080134668233666;0.12414497705453238;0.015411975327870371;0.3590440907199999;0.92832767697;1
15;148;0.8227300252172833;0.11539018172441709;0.013314894038393999;0.45973348738333325;0.92832767697;1
16;146;0.8191900244336665;0.11338568761253655;0.012856314155367725;0.46094409559333327;0.92832767697;1
17;141;0.8228379151006499;0.11622501944627812;0.013508255145287728;0.45973348738333325;0.92832767697;1
18;126;0.8431704544591;0.09720124667352231;0.009448082354886932;0.4652546989299999;0.92832767697;1
19;138;0.8333351417440332;0.10849870586740892;0.011771969174902515;0.4475424178866666;0.92832767697;1
20;128;0.8380100241472832;0.1049796697784019;0.011020731066782308;0.4590342041366666;0.92832767697;1
21;126;0.8273760632314332;0.12169928568671017;0.0148107161366555;0.4444102093433333;0.92832767697;1
22;139;0.8339285043241499;0.10105390399670827;0.010211891512975933;0.4506307041366666;0.92832767697;1
23;140;0.8167539270585666;0.12715238155218422;0.016167728134392236;0.25234379071999996;0.92832767697;1
24;132;0.8328412916774167;0.10674429741819066;0.011394345031303146;0.45160310113333324;0.92832767697;1
25;144;0.8170393720387998;0.120279918263408;0.014467258737452112;0.4474984955933333;0.92832767697;1
26;126;0.8379200301090998;0.10588004558754685;0.011210584053621;0.46813698738333326;0.92832767697;1
27;134;0.82102688711545;0.12317569608900938;0.015172252107012;0.4506307041366666;0.92832767697;1
28;137;0.8313787850033499;0.10967051120336484;0.012027621027607373;0.45281370934333326;0.92832767697;1
29;136;0.8254870119622999;0.11983432292503808;0.014360264950902308;0.44245639559333333;0.92832767697;1
30;134;0.8314569126603333;0.10853247283819777;0.011779297660374135;0.4559019955933333;0.92832767697;1
31;130;0.8257648493496833;0.12323462628730042;0.015186773116170595;0.45973348738333325;0.92832767697;1
32;137;0.8248167053151332;0.12287471551564695;0.01509819571305117;0.2595879903866667;0.92832767697;1
33;136;0.8269485371937665;0.11519780633458215;0.013270534584299897;0.4474984955933333;0.92832767697;1
34;134;0.8293159958759833;0.11787930269128287;0.013895530002983087;0.37754298738333325;0.92832767697;1
35;159;0.8023145382566165;0.1286526392834987;0.016551501594610038;0.37754298738333325;0.92832767697;1
36;131;0.8194123951105499;0.12994548737131179;0.01688582968816775;0.24300279625999996;0.92832767697;1
37;143;0.8245693431799833;0.11513870027585607;0.013256920301213419;0.4393681093433333;0.92832767697;1
38;132;0.8376258867745164;0.10693287587888851;0.011434639943729778;0.4722295959266666;0.9408237855133335;1
39;140;0.8251071717715667;0.12168273614677608;0.014806688276165925;0.37754298738333325;0.9408237855133335;1
40;121;0.8340754773216666;0.12297240155055668;0.015122211543111354;0.45160310113333324;0.9408237855133335;1
41;140;0.8270693443626833;0.11604520095398556;0.01346648866445089;0.45281370934333326;0.9408237855133335;1
42;148;0.81662817750915;0.1214340000142157;0.014746216359452537;0.3057334873833333;0.9408237855133335;1
43;135;0.8310168545205667;0.11405195070810689;0.013007847460324445;0.45281370934333326;0.9408237855133335;1
44;139;0.8442880229349167;0.09494735452768693;0.009015000131806273;0.48876348217666654;0.9408237855133335;1
45;138;0.8317219999079499;0.12442801397168514;0.015482330660937871;0.4559019955933333;0.9408237855133335;1
46;134;0.83052845612355;0.12249582891388437;0.01500522810129963;0.4474984955933333;0.9489980940566667;1
47;119;0.8458181541283001;0.11373265873238869;0.012935117662337991;0.4444102093433333;0.9489980940566667;1
48;129;0.8360888401028167;0.12206193593960472;0.014899116205324168;0.3496913873833333;0.9489980940566667;1
49;146;0.8193061036460333;0.1268633650285108;0.01609431338635718;0.4444102093433333;0.9489980940566667;1
50;136;0.8381462854779332;0.11166149697001293;0.012468289905584207;0.4475424178866666;0.9489980940566667;1
0;200;0.7078241422143665;0.1398169400910561;0.01954877673642597;0.2800084873833333;0.9119553803066667;42
1;137;0.8229056141812165;0.09315699000692648;0.0086782247871506;0.45008498217666654;0.9119553803066667;42
2;144;0.8113546637611333;0.11910041869672881;0.014184909733736109;0.3297535955933333;0.9119553803066667;42
3;128;0.8200509482905499;0.12783299479069754;0.016341274557158506;0.4013016907199999;0.9119553803066667;42
4;140;0.8227248971486832;0.10923623796249295;0.011932555684198385;0.45469138738333326;0.9119553803066667;42
5;138;0.8295054781816666;0.10219385455708711;0.010443583909235075;0.46721970934333323;0.9119553803066667;42
6;139;0.8156368000682167;0.12030002689817333;0.014472096471701229;0.37754298738333325;0.9119553803066667;42
7;128;0.82771124416905;0.10650322741745215;0.01134293745033353;0.35421158217666654;0.9119553803066667;42
8;149;0.8071471336569499;0.12598856707954148;0.015873119034756127;0.3453924929233333;0.9119553803066667;42
9;138;0.8224767964832668;0.1139012113306112;0.012973485942580552;0.3405886041366667;0.9119553803066667;42
10;147;0.8014580395573667;0.13178997932049802;0.0173685986492973;0.2564997041366667;0.9119553803066667;42
11;121;0.8311971133583665;0.10977216009098162;0.012049927131040097;0.4506307041366666;0.9119553803066667;42
12;136;0.8133604049025999;0.12206396473703436;0.014899611487323968;0.4690861907199999;0.9119553803066667;42
13;134;0.8013071432190334;0.1386728891631774;0.01923017018886289;0.3158061959266666;0.9119553803066667;42
14;124;0.838262525211;0.09721318475759212;0.009450403290713743;0.47530668551333327;0.9119553803066667;42
15;148;0.8068544420742501;0.12580587954128286;0.015827119327155775;0.4575504821766666;0.9119553803066667;42
16;137;0.8248575118552667;0.11210533299521684;0.012567605685968455;0.46404409071999986;0.9119553803066667;42
17;117;0.8219531487883333;0.12309490900753543;0.015152356623573428;0.4578235959266666;0.9428952665566667;42
18;124;0.8301096246236667;0.1142278979881678;0.013048012678795271;0.4587727992633333;0.9428952665566667;42
19;118;0.8400547298655835;0.11230732620993618;0.012612935520425018;0.3069440955933333;0.9428952665566667;42
20;131;0.8386554184101334;0.1152185522009191;0.01327531477127592;0.4455886041366667;0.9428952665566667;42
21;147;0.8079885743667333;0.13437338254604042;0.018056205936864522;0.3835342907199999;0.9428952665566667;42
22;144;0.8226997890113165;0.11800098067935066;0.013924231441288489;0.45469138738333326;0.9428952665566667;42
23;139;0.8234391596821666;0.12984743352332712;0.016860355992594857;0.4678755825099999;0.9428952665566667;42
24;139;0.82847449907315;0.12008716783274734;0.014420927878090429;0.3631369873833333;0.9428952665566667;42
25;142;0.8423185373333001;0.10828074784675419;0.011724720354252361;0.44942009592666665;0.9428952665566667;42
26;142;0.82125730003125;0.12479538189525416;0.015573887342382329;0.47721657696999986;0.9428952665566667;42
27;131;0.8400962206982834;0.11545171015772664;0.013329097378343719;0.45469138738333326;0.9428952665566667;42
28;136;0.8329645368154499;0.1203406669526525;0.01448187612260923;0.39103299559333327;0.9428952665566667;42
29;147;0.81542358982295;0.12644247965647878;0.015987700661679052;0.4506307041366666;0.9428952665566667;42
30;126;0.8476508287257167;0.10500535420817521;0.01102612441238434;0.45134169626;0.9428952665566667;42
31;141;0.82963567851265;0.11806845579971692;0.013940160254929708;0.4606826907199999;0.9428952665566667;42
32;138;0.8272941082625499;0.12703392817828627;0.016137618908405992;0.3182295959266666;0.9428952665566667;42
33;129;0.8290411066911834;0.13303275819186247;0.01769771475213455;0.2954200959266666;0.9428952665566667;42
34;142;0.8276714579569;0.11930064165565574;0.014232643099451181;0.45446219592666665;0.9428952665566667;42
35;129;0.8416753202576999;0.11949579644060561;0.014279245366974651;0.4506307041366666;0.9428952665566667;42
36;118;0.8401510585496834;0.1286130963347804;0.016541328548819508;0.3359740903866666;0.9428952665566667;42
37;155;0.8250943573843166;0.10617265024517154;0.011272631660083526;0.45564059071999996;0.9428952665566667;42
38;140;0.8166602009562;0.1331596868208635;0.017731502194230444;0.3907271825099999;0.9428952665566667;42
39;140;0.8190998090025665;0.1357082062657273;0.018416717247861186;0.3405886041366667;0.9428952665566667;42
40;158;0.8093613292309833;0.12503028000908123;0.015632570919149255;0.44942009592666665;0.9428952665566667;42
41;148;0.8217040089516332;0.12332168774951015;0.01520823866938768;0.4444102093433333;0.9428952665566667;42
42;143;0.8160012426379833;0.12788524308832042;0.016354635399758805;0.4044221903866666;0.9428952665566667;42
43;138;0.8402487332708166;0.10305328993248433;0.010619980565908675;0.4590342041366666;0.9428952665566667;42
44;142;0.8229572082306333;0.1255484394707217;0.015762410653533468;0.4626042910533332;0.9428952665566667;42
45;136;0.8245960384490835;0.12626332687336314;0.015942427713129745;0.4370786773033333;0.9428952665566667;42
46;139;0.8339112423273499;0.12564694900157794;0.01578715579340513;0.45376291267999996;0.9428952665566667;42
47;120;0.8530568336338998;0.10836780113339609;0.011743580322487283;0.3018343937233333;0.9428952665566667;42
48;144;0.8223486069515499;0.12635500187874518;0.0159655864997777;0.45255230446999994;0.9428952665566667;42
49;116;0.8398470587720999;0.12733886743002762;0.01621518715836215;0.4431652041366666;0.9428952665566667;42
50;137;0.8379897961144667;0.11365109406404257;0.012916571181953853;0.45973348738333325;0.9428952665566667;42
