energy;Reg_coef;Abs_Reg_coef;Zone
6.38;-0.015275814843560534;0.015275814843560534;Fe ka
3.7;-0.011132982260448104;0.011132982260448104;Ca ka
4.52;0.010570467779373418;0.010570467779373418;Ti ka
7.04;-0.0051850645302128455;0.0051850645302128455;Fe kb
5.9;-0.005022827489546462;0.005022827489546462;Mn
1.48;0.004194478519543704;0.004194478519543704;Al
2.6;-0.0027941003360274115;0.0027941003360274115;Rh L + Ar
4.02;-0.00268851455189391;0.00268851455189391;Ca kb
3.32;-0.0022624419352138014;0.0022624419352138014;K
4.88;0.0021938531434350403;0.0021938531434350403;Ti kb
8.06;-0.0018746600528420556;0.0018746600528420556;Cu
9.3;0.0015624411547939731;0.0015624411547939731;background6
12.84;-0.001457838294160084;0.001457838294160084;sum Fe
5.24;0.0014407132906730119;0.0014407132906730119;Cr
2.04;0.0013623858225037188;0.0013623858225037188;P
4.36;0.0013617270801235416;0.0013617270801235416;background3
11.26;0.0012634808972420176;0.0012634808972420176;background7
7.32;0.0012536803946134292;0.0012536803946134292;background5
10.7;0.0011979890026537117;0.0011979890026537117;Fe ka + Ti ka
2.54;-0.001054324649745414;0.001054324649745414;background2
1.74;-0.0008167497046982437;0.0008167497046982437;Si
13.14;0.0008026833327446663;0.0008026833327446663;background8
2.3;-0.00040610625931295456;0.00040610625931295456;S
4.74;0.0003557039390884717;0.0003557039390884717;background4
1;-0.00026606927641293764;0.00026606927641293764;background1
