energy;VIP_Score;Zone
6.42;8.2167496577763;Fe ka
7.08;2.974707221024007;Fe kb
4.52;1.7638121691078283;Ti ka
3.7;1.6476250161345303;Ca ka
5.9;1.1449922651427686;Mn
12.84;0.8598601455530606;sum Fe
4.96;0.7865331963704194;Ti kb
1.48;0.6918882371634423;Al
1.76;0.6675767639096724;Si
4.68;0.5605362440217129;background4
5.42;0.5165389601244629;Cr
2.72;0.5126550982315285;Rh L + Ar
8.06;0.45563700687955666;Cu
4.02;0.4144981244478957;Ca kb
13.5;0.40437909005615486;background8
3.32;0.3347013049946484;K
4.36;0.2579967341134069;background3
2.04;0.24707578368763156;P
9.26;0.23281189437283056;background6
10.94;0.2271841022125483;Fe ka + Ti ka
11.26;0.18853939044593973;background7
7.32;0.1856647837675225;background5
2.54;0.16993850872049762;background2
1.02;0.07400473111547136;background1
2.3;0.06010840571974347;S
