Method_1;Method_2;RBO_Score
Shap;Permutation;0.8567348855133333
Permutation;LRC_perturbation;0.8126108041366665
Permutation;LRC_covariance;0.8093787803066667
Shap;LRC_covariance;0.7834921907199999
LRC_perturbation;LRC_covariance;0.7703519178866667
Shap;LRC_perturbation;0.7528137093433334
