Method_1;Method_2;RBO_Score
SVM_pvector;LRC_covariance;0.9395580583466667
Shap;LRC_perturbation;0.91179379072
SVM_pvector;Permutation;0.78869026689
Permutation;LRC_covariance;0.7771545583466667
SVM_pvector;LRC_perturbation;0.5573675583466666
LRC_perturbation;LRC_covariance;0.5345580583466667
Shap;LRC_covariance;0.5024509739666666
SVM_pvector;Shap;0.4986194821766666
Permutation;LRC_perturbation;0.3856001583466666
Shap;Permutation;0.35685447396666653
