energy;Mean_Abs_SHAP;Zone
3.17;0.021425658123871247;Ag Lb
3.02;0.0191506354825881;Ag La
22.28;0.017571840947303727;Ag ka
8.73;0.007030289664129177;Zn
20.21;0.00431459506606468;Ag compton
16.40;0.0026809589357963378;Bremsstrahlung
4.84;0.0015561405245697686;background
7.68;0.0014265912355169979;Cu
6.40;0.0013073266302335391;Fe
3.74;0.0006362412430743813;Ca
