Method_1;Method_2;RBO_Score
Permutation;LRC_perturbation;0.80483997697
Permutation;LRC_covariance;0.5824598855133333
Shap;Permutation;0.5511909858466666
Shap;LRC_perturbation;0.5048838992633333
Shap;LRC_covariance;0.47933756355333323
LRC_perturbation;LRC_covariance;0.4496194821766666
