energy;VIP_Score;Zone
6.43;8.283986396752475;Fe ka
4.54;6.838876876003284;Ti ka
3.73;3.542162952344129;Ca ka
8.06;3.066217666170877;Cu
7.07;2.624995467686252;Fe kb
4.93;2.5779157524415983;Ti kb
21.9;1.357714880612537;Ag ka scattering
4.06;1.2674096800379517;Ca kb
8.9;0.8297522292633996;background4
5.16;0.5136673111069961;background2
23.93;0.35335042136060685;background5
1.54;0.33388223461766803;background1
2.84;0.2870870433763183;Ar ka + Ag L
7.6;0.22007970420144415;background3
