gen;nevals;mean;std;var;min;max;Seed
0;200;0.5018749217584165;0.2501142983853206;0.06255716225678119;0.17116579892999997;0.8629553803066666;0
1;131;0.8257378103027168;0.06404414121912559;0.0041016520244953015;0.3832303803066666;0.87300736689;0
2;117;0.8425593941305668;0.04757281086469205;0.002263172333567762;0.3638144937233333;0.87300736689;0
3;136;0.8383972983931167;0.049353388007812436;0.0024357569078496846;0.31907927209666664;0.87300736689;0
4;120;0.8436928669430668;0.05067755584949002;0.0025682146668781804;0.3676137720966667;0.87300736689;0
5;121;0.8404485764683167;0.07315396434037633;0.005351502498713052;0.3327742799733333;0.87300736689;0
6;131;0.8487124190854834;0.020469963423000323;0.0004190194025389711;0.8196921717633333;0.87300736689;0
7;133;0.8430237624493;0.05132535563434914;0.002634292130992415;0.3676137720966667;0.87300736689;0
8;126;0.84783492051305;0.03089099388313776;0.0009542535030880545;0.5209027799733332;0.87300736689;0
9;119;0.8466401617714001;0.04319409495678954;0.0018657298391361516;0.42909817176333326;0.87300736689;0
10;123;0.8498179205872334;0.040776521183478937;0.0016627246798267064;0.35036889372333324;0.87300736689;0
11;135;0.84395607441685;0.04667745975396094;0.0021787852490826433;0.3638144937233333;0.87300736689;0
12;141;0.8452676412263334;0.03598909194148311;0.0012952147387725243;0.42283426689;0.8742179751;0
13;128;0.8492825538741334;0.020272481694586914;0.0004109735140573616;0.8166038855133333;0.8742179751;0
14;138;0.8442856758110168;0.03973346697015763;0.0015787483974686071;0.3626038855133333;0.8742179751;0
15;119;0.8443252651042;0.06239928002413257;0.0038936701475301106;0.3669027799733333;0.8742179751;0
16;119;0.8443276239952334;0.06273895832209324;0.003936176891341352;0.36068228517999995;0.8742179751;0
17;143;0.8480613054497;0.020062175726838466;0.00040249089489454646;0.8153932773033332;0.8742179751;0
18;111;0.8529821763414668;0.021193624420606256;0.0004491697160817178;0.8196921717633333;0.8742179751;0
19;134;0.8463326526542333;0.03946957875899214;0.0015578476474122835;0.3738664803066667;0.8742179751;0
20;135;0.8455202650318;0.04118416014360438;0.0016961350467340518;0.3472366851799999;0.8742179751;0
21;122;0.8501173796876332;0.02117359296726584;0.00044832103914344934;0.8166038855133333;0.8742179751;0
22;136;0.8448575110564667;0.04157763522213781;0.0017286997506651546;0.33880048584666667;0.8742179751;0
23;119;0.8470029261207833;0.05420304539110259;0.002937970129669928;0.33980558217666657;0.8742179751;0
24;123;0.8484331165801666;0.04135558157856631;0.0017102841277014528;0.34500927176333335;0.8742179751;0
25;132;0.8391692055087833;0.07250133488021378;0.0052564435594129036;0.3411777799733333;0.8742179751;0
26;122;0.8519112646969833;0.020876425264241785;0.00043582513181347266;0.8153932773033332;0.8742179751;0
27;122;0.8442463532943001;0.06197075858925884;0.0038403749201281977;0.3380894937233333;0.8742179751;0
28;135;0.848528120252;0.022105922959844225;0.000488671829906568;0.8081681720966667;0.8742179751;0
29;117;0.8512585334103168;0.021507054325442768;0.0004625533857575464;0.8184815635533332;0.8742179751;0
30;123;0.8459756247474334;0.05058204222885761;0.0025585429960419343;0.36452548584666666;0.8742179751;0
31;125;0.8472570059833001;0.0523280463400192;0.002738224433763197;0.3669027799733333;0.8742179751;0
32;137;0.8429459599479666;0.05218612828055262;0.002723391984914294;0.3626038855133333;0.8742179751;0
33;125;0.8494132747038666;0.03151689520498916;0.0009933146833622688;0.5163424806399999;0.8742179751;0
34;124;0.8473669821679166;0.04671888847928602;0.002182654540739964;0.37073427176333335;0.8742179751;0
35;132;0.8432610862987832;0.05388615910946834;0.002903718143570938;0.3346958803066667;0.8742179751;0
36;130;0.8334730764969666;0.09239589687352781;0.008537001759063587;0.34100499372333326;0.8742179751;0
37;121;0.8496774137216667;0.030985186297306237;0.0009600817698787742;0.5340981717633333;0.8742179751;0
38;127;0.8494994244449501;0.021435171096600827;0.00045946655994055156;0.8185254858466666;0.8742179751;0
39;107;0.8510071096248666;0.039593765122132245;0.001567666236546576;0.38008697509999995;0.8742179751;0
