energy;Mean_Abs_SHAP;Zone
4.54;0.0692526739297908;Ti ka
4.9;0.007084410783086864;Ti kb
3.73;0.003294000937085541;Ca ka
8.11;0.003228513720132582;Cu
6.46;0.001664197316083404;Fe ka
21.9;0.0009470047216112605;Ag ka scattering
18.35;0.0;background4
1;0.0;background1
24.19;0.0;background5
5.74;0.0;background2
4.16;0.0;Ca kb
7.32;0.0;Fe kb
7.35;0.0;background3
3.32;0.0;Ar ka + Ag L
