Method_1;Method_2;RBO_Score
Shap;LRC_perturbation;0.88915707697
Permutation;LRC_perturbation;0.8760168041366666
Shap;Permutation;0.87166279072
Shap;LRC_covariance;0.7979545959266666
Permutation;LRC_covariance;0.7784388940566666
LRC_perturbation;LRC_covariance;0.7393681093433333
