Method_1;Method_2;RBO_Score
Permutation;LRC_perturbation;0.9364809687600001
Shap;LRC_perturbation;0.8680650821766667
Shap;Permutation;0.8584509739666667
SVM_pvector;LRC_covariance;0.85481328518
SVM_pvector;Permutation;0.68810629893
Permutation;LRC_covariance;0.6849740903866666
SVM_pvector;LRC_perturbation;0.6640973873833333
LRC_perturbation;LRC_covariance;0.6640973873833333
Shap;LRC_covariance;0.6170189877166666
SVM_pvector;Shap;0.5810252925899999
