Method_1;Method_2;RBO_Score
SVM_pvector;Permutation;0.9093390885166667
LRC_perturbation;LRC_covariance;0.8704416022666667
Shap;LRC_covariance;0.8246998747666666
Shap;LRC_perturbation;0.7767606022666667
Shap;Permutation;0.6429391888499999
SVM_pvector;Shap;0.5836140885166665
Permutation;LRC_covariance;0.5216115885166667
SVM_pvector;LRC_covariance;0.46612968885
Permutation;LRC_perturbation;0.45412388851666663
SVM_pvector;LRC_perturbation;0.3967203885166666
