energy;Mean_Abs_SHAP;Zone
2.99;0.029614457263071603;Ag La
22.23;0.01635211027903908;Ag ka
3.22;0.011450322858401649;Ag Lb
8.73;0.0012564825148521019;Zn
17.99;0.0011268165743802895;Bremsstrahlung
21.41;0.0009644797296970913;Ag compton
6.35;0.00046970257925439435;Fe
3.84;0.00017497163916495637;Ca
5.12;0.00013870576195040425;background
7.80;0.00011140202116343327;Cu
