Reference;Method;RBO_Score
Vip;LRC_cov;0.8115617855133334
Vip;Reg_coef;0.78369157697
Vip;LRC_pert;0.76300867697
Vip;Shap;0.7567559687600001
Vip;LRC_perm;0.48752306875999996
