energy;VIP_Score;Zone
3.7;7.50637311399296;Ca ka
6.44;4.961939594504132;Fe ka
5.9;2.2353494880141684;Mn
1.74;2.1606082585807873;Si
7.08;1.8321547314040239;Fe kb
4.54;1.8225321613103078;Ti ka
4.02;1.7177187646946113;Ca kb
1.48;1.1608532469716761;Al
3.3;1.0293156658223;K
12.84;0.7527306025860522;sum Fe
2.02;0.6125995694243833;P
4.98;0.6069924826695556;Ti kb
9.38;0.4658079015834668;background11
5.22;0.4530720818936086;Cr
3.06;0.4339359425253973;Rh L + Ar
2.32;0.4279530118525766;S
3.2;0.3977034943113947;background4
13.52;0.3690765805391021;background13
12.4;0.3690262202693543;background12
7.4;0.36422593407285775;background10
4.7;0.3540632535392821;background7
8.04;0.3503166792059446;Cu
10.9;0.3091170690737936;Fe ka + Ti ka
6.78;0.28468309979949297;background9
3.9;0.24552236370790181;
3.52;0.24242847130928205;background5
1;0.21924978088864094;background1
6.1;0.21870055317841008;background8
4.34;0.2122646511649664;background6
2.46;0.13206288413299966;background3
2.14;0.08693676450221127;background2
