energy;Reg_coef;Abs_Reg_coef;Zone
1.74;-0.04870347305233512;0.04870347305233512;Si
5.9;-0.04678648733900408;0.04678648733900408;Mn
3.7;-0.03377044495887587;0.03377044495887587;Ca ka
4.46;0.022995802845147836;0.022995802845147836;Ti ka
6.42;0.013572483141681354;0.013572483141681354;Fe ka
2.02;0.013221949449928444;0.013221949449928444;P
1.48;0.013022075861889956;0.013022075861889956;Al
4;-0.01163315876381246;0.01163315876381246;Ca kb
9.38;0.011608290906673667;0.011608290906673667;background11
3.3;-0.010813252685182387;0.010813252685182387;K
3.06;-0.010721130200701715;0.010721130200701715;Rh L + Ar
12.84;0.010391359202315998;0.010391359202315998;sum Fe
5.02;-0.010276049483769378;0.010276049483769378;Ti kb
3.2;-0.00979546898642039;0.00979546898642039;background4
2.28;0.009648743715123772;0.009648743715123772;S
7.4;-0.009429366361439057;0.009429366361439057;background10
7.02;0.009324009796566625;0.009324009796566625;Fe kb
12.4;0.008984394802230003;0.008984394802230003;background12
8.04;-0.008772026021149537;0.008772026021149537;Cu
5.22;0.007860664466448692;0.007860664466448692;Cr
14.86;-0.007476389271540167;0.007476389271540167;background13
4.7;-0.007391226134362981;0.007391226134362981;background7
10.9;0.007005924051003866;0.007005924051003866;Fe ka + Ti ka
1;-0.0049429947043247765;0.0049429947043247765;background1
4.18;-0.004816834733740254;0.004816834733740254;background6
3.52;-0.004809024909512955;0.004809024909512955;background5
6.1;-0.0042787206748088865;0.0042787206748088865;background8
2.46;-0.002713161437772005;0.002713161437772005;background3
6.78;0.00213511179947498;0.00213511179947498;background9
2.18;-0.0016649685618654036;0.0016649685618654036;background2
3.88;0.0007488961878598245;0.0007488961878598245;
