gen;nevals;mean;std;var;min;max;Seed
0;60;0.6298518289027779;0.09398271750536419;0.00883275118969309;0.2057984929233333;0.73085818251;0
1;29;0.6874167002012221;0.0416080236552852;0.001731227632498773;0.5406328877166666;0.73515707697;0
2;38;0.7034853223426667;0.046281077468568126;0.0021419381316516045;0.53128018438;0.73515707697;0
3;36;0.7152386712596112;0.03260077650014649;0.0010628106284125036;0.5737445825099999;0.73515707697;0
4;43;0.7194963261408887;0.04113936223491907;0.0016924471250958852;0.54593639259;0.7617868720966667;0
5;31;0.7291961752532221;0.03215655512725143;0.0010340440376519601;0.5591317843800001;0.7617868720966667;0
6;40;0.7361133929479443;0.02484662226068742;0.0006173546377652875;0.5603423925900001;0.7617868720966667;0
7;38;0.7442077549559999;0.02655409473075403;0.000705119946969859;0.6200960773033332;0.7617868720966667;0
8;37;0.7578445020722221;0.024258883263013106;0.0005884934171684974;0.57470498251;0.7617868720966667;0
9;46;0.7617868720966665;2.220446049250313e-16;4.930380657631324e-32;0.7617868720966667;0.7617868720966667;0
10;35;0.7617868720966665;2.220446049250313e-16;4.930380657631324e-32;0.7617868720966667;0.7617868720966667;0
11;35;0.7588874710874999;0.0153517399413418;0.00023567591922658913;0.6535228791733332;0.7701903720966666;0
12;38;0.757465320777111;0.021375464573463253;0.00045691048573138257;0.6251381773033332;0.7701903720966666;0
13;35;0.7581264345999443;0.028854410895663863;0.0008325770281358054;0.57470498251;0.7701903720966666;0
14;37;0.7672862673569998;0.009772056463886057;9.549308753337728e-05;0.6967860877166666;0.7701903720966666;0
15;39;0.767419577946611;0.012364986879013391;0.00015289290051817333;0.6999182962599999;0.7701903720966666;0
16;34;0.7678772339313331;0.017767551382882735;0.0003156858821433782;0.6314020821766666;0.7701903720966666;0
17;34;0.7679312725305554;0.009565385465447865;9.149659910260126e-05;0.70804868251;0.7701903720966666;0
18;34;0.7670930623959443;0.01898800814300495;0.0003605444532388223;0.6275705903866665;0.7701903720966666;0
19;30;0.7689669673569998;0.009397150114012922;8.830643026529307e-05;0.6967860877166666;0.7701903720966666;0
20;36;0.7644411444263887;0.0224773774075851;0.0005052324951230171;0.6448593910533332;0.7701903720966666;0
0;60;0.6401678985381112;0.06398659352240721;0.004094284150601765;0.3609979044699999;0.7289365821766667;1
1;31;0.680871943832722;0.0355376872474864;0.0012629272149001572;0.5684293687599999;0.73206879072;1
2;37;0.6927595099100555;0.038971335713975125;0.0015187650073313532;0.5696399769699999;0.73206879072;1
3;36;0.7096482734660557;0.026889784531660573;0.0007230605121591321;0.5910772791733332;0.73515707697;1
4;38;0.7130639754811112;0.03876226181211137;0.0015025129407906673;0.5540784877166667;0.73515707697;1
5;38;0.7091593849657222;0.040866554884351876;0.001670075308115744;0.5696399769699999;0.7421207773033333;1
6;37;0.7171128717995554;0.034959593774477944;0.001222173196876517;0.6263599821766666;0.7421207773033333;1
7;40;0.7249833787177221;0.03175118131157098;0.0010081375146802542;0.6263599821766666;0.7421207773033333;1
8;37;0.7358769261373335;0.020501005858748537;0.0004202912412204418;0.6314020821766666;0.7421207773033333;1
9;43;0.7421207773033334;1.1102230246251565e-16;1.232595164407831e-32;0.7421207773033333;0.7421207773033333;1
10;39;0.7421207773033334;1.1102230246251565e-16;1.232595164407831e-32;0.7421207773033333;0.7421207773033333;1
11;35;0.7400753690456667;0.01483129187127603;0.00021996721857097843;0.6263599821766666;0.7421207773033333;1
12;36;0.7421207773033334;1.1102230246251565e-16;1.232595164407831e-32;0.7421207773033333;0.7421207773033333;1
13;34;0.7413164208658334;0.006178379029673864;3.817236743431376e-05;0.6938593910533333;0.7421207773033333;1
14;46;0.7406990423033334;0.007670100281826503;5.8830438333275e-05;0.6969476773033333;0.7421207773033333;1
15;39;0.7415043388276111;0.003324198070859608;1.105029281430674e-05;0.7226726773033333;0.7421207773033333;1
16;30;0.7420047156311111;0.000891486620080234;7.947483937820795e-07;0.73515707697;0.7421207773033333;1
17;35;0.7394152174657779;0.012502371598056923;0.0001563092955759004;0.6621645903866665;0.7421207773033333;1
18;36;0.7372103297220557;0.022778225850637965;0.0005188475729026717;0.61217069072;0.7421207773033333;1
19;35;0.7399323463130557;0.012264678715730507;0.00015042234400009291;0.6578656959266665;0.7421207773033333;1
20;42;0.7402589221609446;0.01021432971001338;0.00010433253142486205;0.6755825687599999;0.7421207773033333;1
