Method_1;Method_2;RBO_Score
Shap;LRC_perturbation;0.9554799937233333
Shap;LRC_covariance;0.86104548885
Shap;Permutation;0.8583489751000001
LRC_perturbation;LRC_covariance;0.8498151074733333
Permutation;LRC_perturbation;0.8420764937233334
Permutation;LRC_covariance;0.75604548885
