Node;Local_Reaching_Centrality;Zone;Threshold;Operator;Threshold_Natural;Reference_Sample_Index;Approximation_Error;Node_Natural
Fe ka <= 1.45;7.548257322860001;Fe ka;1.45;<=;568.03;43.0;0.009341484771998365;Fe ka <= 568.030000
Ca ka > -0.75;7.193145326596855;Ca ka;-0.75;>;2.11;133.0;0.0006202014806498957;Ca ka > 2.110000
Fe ka > -1.47;6.258055144767569;Fe ka;-1.47;>;541.4;129.0;0.01290683191070241;Fe ka > 541.400000
Ca ka > -0.47;5.176878891925123;Ca ka;-0.47;>;2.5;15.0;9.98355369408177e-05;Ca ka > 2.500000
Fe ka <= 0.84;4.8932912372254025;Fe ka;0.84;<=;560.33;33.0;0.008882275678082974;Fe ka <= 560.330000
Ca ka > -0.21;3.271182437678087;Ca ka;-0.21;>;3.15;118.0;0.003544391648966555;Ca ka > 3.150000
Fe kb <= 0.57;2.871654537034172;Fe kb;0.57;<=;82.7;43.0;0.0019459406958061143;Fe kb <= 82.700000
Fe kb > -0.59;2.3687679097544456;Fe kb;-0.59;>;79.61;129.0;0.010625848034092944;Fe kb > 79.610000
Ca ka <= 0.57;2.0639420032524427;Ca ka;0.57;<=;4.345;45.0;0.007077233177421038;Ca ka <= 4.345000
Fe ka > -0.36;1.8828907994558732;Fe ka;-0.36;>;553.95;131.0;0.017159623148009673;Fe ka > 553.950000
Fe ka > 0.84;1.8538716418414247;Fe ka;0.84;>;560.33;33.0;0.008882275678082974;Fe ka > 560.330000
Fe kb <= 0.34;1.3595048189956875;Fe kb;0.34;<=;82.69;42.0;0.00010720888678877882;Fe kb <= 82.690000
Ti ka > 0.51;0.9071663959968518;Ti ka;0.51;>;61.5;83.0;0.00010314786208431848;Ti ka > 61.500000
Ca kb > -0.21;0.8981566063871855;Ca kb;-0.21;>;1.91;59.0;0.002270429292902526;Ca kb > 1.910000
Mn > -0.33;0.8623540236304648;Mn;-0.33;>;4.31;66.0;0.00044313899754994113;Mn > 4.310000
Fe kb > -0.21;0.7982290974153247;Fe kb;-0.21;>;79.34;12.0;8.119364363332049e-05;Fe kb > 79.340000
Ca kb > -0.17;0.7390737759470198;Ca kb;-0.17;>;2.16;121.0;0.0006302463703148631;Ca kb > 2.160000
Al <= 0.23;0.6977802306749405;Al;0.23;<=;6.39;113.0;0.0014727824774989073;Al <= 6.390000
Fe ka <= -0.36;0.6841937131779252;Fe ka;-0.36;<=;553.95;131.0;0.017159623148009673;Fe ka <= 553.950000
Si > -0.36;0.6775705977575943;Si;-0.36;>;13.81;107.0;0.0016345712393944778;Si > 13.810000
K > -0.21;0.6689368749043348;K;-0.21;>;1.7;139.0;0.0008348295510685333;K > 1.700000
