Method_1;Method_2;RBO_Score
Permutation;LRC_perturbation;0.8214177855133334
Permutation;LRC_covariance;0.6314598855133333
Shap;Permutation;0.5511909858466666
Shap;LRC_covariance;0.5314697720966667
Shap;LRC_perturbation;0.5233393858466666
LRC_perturbation;LRC_covariance;0.5099259992633333
