gen;nevals;mean;std;var;min;max;Seed
50;136;0.4904138846727;0.23050159061835856;0.053130983277593365;0.0;0.7548231717633334;1
0;200;0.14377440193101665;0.17251020256659022;0.029759769989565994;0.0;0.8598231717633333;42
1;137;0.3557122067032833;0.17716026288460304;0.03138575874534166;0.0;0.8598231717633333;42
2;144;0.4293550627254332;0.19859536381922602;0.039440118530490745;0.0;0.8598231717633333;42
3;128;0.4877831099617;0.2154271096657237;0.046408839578927746;0.01560541154666666;0.8598231717633333;42
4;140;0.5128189411561166;0.2385081368895013;0.05688613136250109;0.02593051187999999;0.8598231717633333;42
5;138;0.52000012769925;0.2685002026388253;0.07209235881709025;0.027141120089999988;0.8598231717633333;42
6;139;0.5059241923413499;0.27305775434749174;0.07456053720929515;0.02303651454999999;0.8598231717633333;42
7;128;0.5541898629670166;0.2689751115713894;0.0723476106448414;0.03617678738333332;0.8598231717633333;42
8;149;0.4840735951348167;0.26503098753931814;0.0702414243560662;0.0;0.8598231717633333;42
9;138;0.5118988600013666;0.27459631525769596;0.07540313635310396;0.032139297796666653;0.8598231717633333;42
10;147;0.49832168877438326;0.2609086427102648;0.06807331984091261;0.0;0.8598231717633333;42
11;121;0.5631646454302;0.2704029049987686;0.07311773103177309;0.04342479812999999;0.87166279072;42
12;136;0.5444072105294666;0.2636713928754257;0.0695226034208671;0.0;0.87166279072;42
13;134;0.5326572245546499;0.2708770231066188;0.0733743616471037;0.04246439812999998;0.87166279072;42
14;124;0.57881489764935;0.26122487817326895;0.0682384369766392;0.0;0.87166279072;42
15;148;0.50530615170745;0.2592742568717541;0.06722314027640032;0.0;0.87166279072;42
16;137;0.5297025775390499;0.26925753063722413;0.0724996178048557;0.0;0.87166279072;42
17;117;0.5730432721457334;0.2796610832637681;0.07821032149226423;0.0;0.87166279072;42
18;124;0.5661097474576833;0.27425867206758314;0.07521781920427412;0.06931138771666664;0.87166279072;42
19;118;0.5864937995617333;0.2765071947912008;0.07645622877129905;0.0;0.87166279072;42
20;131;0.5461143067732;0.2774688527564807;0.07698896424999757;0.0;0.87166279072;42
21;147;0.48982744171945003;0.273844320658401;0.07499071195686115;0.0;0.87166279072;42
22;144;0.5105475694897333;0.26954052849164256;0.07265209649955397;0.01748308958666666;0.87166279072;42
23;139;0.5294939697667833;0.2672146166387042;0.07140365134536966;0.0;0.87166279072;42
24;139;0.5107008911242833;0.2780308975664962;0.07730118000163148;0.02374750667333332;0.87166279072;42
25;142;0.5240604341053;0.2734389738465891;0.07476887241827564;0.0;0.87166279072;42
26;142;0.5007332973292999;0.27156121914849135;0.07374549574541493;0.06594998771666664;0.87166279072;42
27;131;0.54331007346975;0.28169453082074386;0.07935180869431901;0.028046401133333322;0.87166279072;42
28;136;0.5286395669436667;0.27430934945394975;0.07524561919784911;0.0;0.87166279072;42
29;147;0.5162501115445334;0.2709810458814315;0.0734307272269945;0.0;0.87166279072;42
30;126;0.5645995978931999;0.2700477161557364;0.07292576900092919;0.06303577396666664;0.87166279072;42
31;141;0.5151333632774333;0.2746179208568541;0.07541500245574138;0.027097197796666656;0.87166279072;42
32;138;0.5562994759481;0.257181036339277;0.06614208545254453;0.05808100633999999;0.87166279072;42
33;129;0.5405330933345166;0.2828256332084676;0.07999033879977065;0.0;0.87166279072;42
34;142;0.5183975977051333;0.2726643733883802;0.07434586051527801;0.0;0.87166279072;42
35;129;0.55321768100815;0.27590755932051536;0.0761249812902037;0.05923649559333331;0.87166279072;42
36;118;0.57071827393655;0.282612345295811;0.07986973771359869;0.05154398771666665;0.87166279072;42
37;155;0.4649594384558833;0.2719890721302775;0.07397805535828932;0.0;0.87166279072;42
38;140;0.5339610172653834;0.26408078842654165;0.06973866281598384;0.07865238217666663;0.87166279072;42
39;140;0.5328411888070833;0.2686052460193106;0.07214877818909436;0.0;0.87166279072;42
40;158;0.4793730911931833;0.26117850310711366;0.06821421048527258;0.037149184379999985;0.87166279072;42
41;148;0.48296530906615004;0.271419070190588;0.07366831166312332;0.013695520089999993;0.87166279072;42
42;143;0.49518347322518325;0.2711613863833299;0.07352849746532954;0.01869369779666666;0.87166279072;42
43;138;0.5218050120805167;0.27164380266718263;0.07379035552748725;0.0;0.87166279072;42
44;142;0.5153201103391833;0.26816969507903654;0.07191498535878345;0.025657398129999988;0.87166279072;42
45;136;0.5382474774842;0.2754451460780271;0.0758700284979457;0.027097197796666656;0.87166279072;42
46;139;0.5349924959200334;0.2701625543714646;0.07298780578451457;0.0;0.87166279072;42
47;120;0.5691522771082334;0.27535438327251804;0.07582003638738877;0.07540250633999998;0.87166279072;42
48;144;0.50760151188255;0.27793382926747323;0.07724721345128095;0.0;0.87166279072;42
49;116;0.5880185135795;0.2682882862632288;0.07197860454606021;0.04270260934333332;0.87166279072;42
50;137;0.5364528059767166;0.274971080993466;0.07560909538271525;0.0;0.87166279072;42
