Seed;Rank;Fitness_RBO_Score;Agregador;Metric;N_Bags;Frac_Samples_per_Bag;Frac_Min_Samples_per_Predicate;Replacement
0;1;0.7536125635533333;max;covariance;78;0.769952841748444;0.11655400210281165;False
0;2;0.7329296635533333;max;covariance;42;0.769952841748444;0.2683947179662014;False
0;3;0.7216558720966667;max;covariance;125;0.769952841748444;0.11655400210281165;False
0;4;0.7082102720966666;max;covariance;78;0.769952841748444;0.2602274575484;False
0;5;0.6806639992633333;max;covariance;30;0.769952841748444;0.11655400210281165;False
0;6;0.6707020583466666;max;covariance;78;0.769952841748444;0.12423174562992391;False
0;7;0.6695236635533333;max;covariance;193;0.7626145552137422;0.2602274575484;False
0;8;0.6691282907199999;max;covariance;78;0.5880871553288102;0.11655400210281165;False
0;9;0.66668478518;max;covariance;119;0.7626145552137422;0.2602274575484;False
0;10;0.6656921717633333;max;covariance;49;0.6646746649583729;0.14241115819968264;False
0;11;0.6644815635533332;max;covariance;80;0.769952841748444;0.11655400210281165;True
0;12;0.6644815635533332;max;covariance;78;0.816824769653056;0.09975048661626217;False
0;13;0.6644815635533332;max;covariance;96;0.8485642926035188;0.09457207994133997;False
0;14;0.6644815635533332;max;covariance;78;0.769952841748444;0.2770282212988338;False
0;15;0.6626038855133333;max;covariance;78;0.5276895588470122;0.11655400210281165;False
0;16;0.6626038855133333;max;covariance;115;0.8485642926035188;0.2602274575484;False
0;17;0.6613932773033332;max;covariance;67;0.6157929868630652;0.26153370997674263;False
0;18;0.6613932773033332;max;covariance;115;0.8485642926035188;0.26237149129659176;False
0;19;0.6606925773033332;max;covariance;78;0.769952841748444;0.0860824497037783;False
0;20;0.6594716769699999;max;covariance;78;0.8876626446289957;0.11655400210281165;False
1;1;0.7277147773033332;max;covariance;49;0.5084138692343485;0.10161205296753913;False
1;2;0.7173574635533333;max;covariance;49;0.5084138692343485;0.1259361183160142;False
1;3;0.7032003855133333;max;covariance;112;0.8413151801661427;0.1259361183160142;False
1;4;0.69072718251;max;covariance;49;0.5084138692343485;0.1259361183160142;True
1;5;0.68232368251;max;covariance;71;0.5084138692343485;0.1259361183160142;False
1;6;0.6775317907199999;max;covariance;49;0.5084138692343485;0.2959362903665798;False
1;7;0.6722165769699999;max;covariance;57;0.5084138692343485;0.1259361183160142;False
1;8;0.6691282907199999;max;covariance;113;0.5084138692343485;0.1259361183160142;False
1;9;0.6644815635533332;max;covariance;49;0.7659798306576531;0.1259361183160142;False
1;10;0.6644815635533332;max;covariance;49;0.5169551593601587;0.1259361183160142;False
1;11;0.6626038855133333;max;covariance;27;0.5084138692343485;0.1259361183160142;False
1;12;0.6622985583466666;max;covariance;49;0.8413151801661427;0.1259361183160142;False
1;13;0.6613932773033332;max;covariance;70;0.5084138692343485;0.1259361183160142;False
1;14;0.6613932773033332;max;covariance;49;0.8464956853143184;0.1259361183160142;False
1;15;0.6594716769699999;max;covariance;80;0.6701776309376766;0.21890008443437564;True
1;16;0.6582610687599999;max;covariance;49;0.7604383288962603;0.1259361183160142;False
1;17;0.6582610687599999;max;covariance;49;0.857503519078316;0.1259361183160142;True
1;18;0.6582610687599999;max;covariance;145;0.857503519078316;0.08045000279148552;False
1;19;0.6582610687599999;max;covariance;154;0.6701776309376766;0.2849065296697757;False
1;20;0.6572886717633333;max;covariance;49;0.8411937087366925;0.1259361183160142;False
42;1;0.8598231717633333;max;covariance;20;0.7079681394266342;0.251627717425026;True
42;2;0.7289365821766667;max;covariance;66;0.5031657586448944;0.251627717425026;True
42;3;0.7084716769699999;max;covariance;20;0.5661640759431694;0.251627717425026;True
42;4;0.6988575687599999;max;covariance;20;0.7079681394266342;0.135128008158082;True
42;5;0.6988575687599999;max;covariance;60;0.7079681394266342;0.251627717425026;True
42;6;0.6988575687599999;max;covariance;20;0.8950092248704888;0.251627717425026;True
42;7;0.69502607697;max;covariance;20;0.7079681394266342;0.2674546954379478;True
42;8;0.69381546876;max;covariance;20;0.7079681394266342;0.12181596668932242;True
42;9;0.6888055821766667;max;covariance;40;0.7942449129984226;0.251627717425026;True
42;10;0.68687278518;max;covariance;20;0.7079681394266342;0.251627717425026;False
42;11;0.6825416773033333;max;covariance;57;0.7079681394266342;0.251627717425026;True
42;12;0.6770098855133333;max;covariance;20;0.7079681394266342;0.07492814020486342;True
42;13;0.6753487855133333;max;covariance;20;0.7079681394266342;0.27201585881878243;True
42;14;0.6741493739666666;max;covariance;20;0.7079681394266342;0.19867869378361708;True
42;15;0.6726670687599999;max;covariance;20;0.7079681394266342;0.09555121123741718;False
42;16;0.67100596876;max;covariance;20;0.7079681394266342;0.18418295588631017;True
42;17;0.6672066903866666;max;covariance;20;0.7079681394266342;0.19570978867629057;True
42;18;0.6654741769699999;max;covariance;20;0.5822137001145904;0.251627717425026;True
42;19;0.6644815635533332;max;covariance;20;0.649861508090908;0.251627717425026;True
42;20;0.6628755825099999;max;covariance;20;0.8931379094141656;0.28208896780639003;True
