Method_1;Method_2;RBO_Score;Model
LRC_covariance;LRC_perturbation;0.8498151074733333;MLP
LRC_covariance;Permutation;0.75604548885;MLP
LRC_covariance;Shap;0.86104548885;MLP
LRC_covariance;LRC_perturbation;0.8610337799733333;MLP_PCA
LRC_covariance;Permutation;0.5047723751000001;MLP_PCA
LRC_covariance;Shap;0.6181758750999999;MLP_PCA
LRC_covariance;LRC_perturbation;0.6707459806399999;PLS
LRC_covariance;Permutation;0.7147360940566666;PLS
LRC_covariance;Reg_Coefficient;0.2215654940566666;PLS
LRC_covariance;Shap;0.8185254858466666;PLS
LRC_covariance;VIP_Score;0.84540468885;PLS
LRC_covariance;LRC_perturbation;0.7108769806399999;PLS_PCA
LRC_covariance;Permutation;0.7560777022666666;PLS_PCA
LRC_covariance;Reg_Coefficient;0.2946143858466666;PLS_PCA
LRC_covariance;Shap;0.8598670940566666;PLS_PCA
LRC_covariance;VIP_Score;0.85551308064;PLS_PCA
LRC_covariance;LRC_perturbation;0.8425016717633332;SVM
LRC_covariance;Permutation;0.8475437717633333;SVM
LRC_covariance;SVM_pvector;0.8535914803066667;SVM
LRC_covariance;Shap;0.8247571773033333;SVM
LRC_covariance;LRC_perturbation;0.9295060717633334;SVM_PCA
LRC_covariance;Permutation;0.9100337799733332;SVM_PCA
LRC_covariance;SVM_pvector;0.8216137720966666;SVM_PCA
LRC_covariance;Shap;0.9006927855133334;SVM_PCA
LRC_perturbation;LRC_covariance;0.8498151074733333;MLP
LRC_perturbation;Permutation;0.8420764937233334;MLP
LRC_perturbation;Shap;0.9554799937233333;MLP
LRC_perturbation;LRC_covariance;0.8610337799733333;MLP_PCA
LRC_perturbation;Permutation;0.4733552799733332;MLP_PCA
LRC_perturbation;Shap;0.5867587799733333;MLP_PCA
LRC_perturbation;LRC_covariance;0.6707459806399999;PLS
LRC_perturbation;Permutation;0.8064898803066666;PLS
LRC_perturbation;Reg_Coefficient;0.5201507720966666;PLS
LRC_perturbation;Shap;0.8052792720966666;PLS
LRC_perturbation;VIP_Score;0.78560198064;PLS
LRC_perturbation;LRC_covariance;0.7108769806399999;PLS_PCA
LRC_perturbation;Permutation;0.8064898803066666;PLS_PCA
LRC_perturbation;Reg_Coefficient;0.5201507720966666;PLS_PCA
LRC_perturbation;Shap;0.8052792720966666;PLS_PCA
LRC_perturbation;VIP_Score;0.78560198064;PLS_PCA
LRC_perturbation;LRC_covariance;0.8425016717633332;SVM
LRC_perturbation;Permutation;0.9635781665566666;SVM
LRC_perturbation;SVM_pvector;0.8196921717633333;SVM
LRC_perturbation;Shap;0.9439559940566667;SVM
LRC_perturbation;LRC_covariance;0.9295060717633334;SVM_PCA
LRC_perturbation;Permutation;0.9378531665566666;SVM_PCA
LRC_perturbation;SVM_pvector;0.8184815635533332;SVM_PCA
LRC_perturbation;Shap;0.9182309940566667;SVM_PCA
