energy;Mean_Abs_SHAP;Zone
4.54;0.054477399035663565;Ti ka
3.73;0.017816131035955706;Ca ka
8.06;0.004092841073502753;Cu ka
6.46;0.003788828633654605;Fe ka
4.95;0.0017602694459015477;Ti kb
21.92;0.0002981046045389257;Ag ka scattering
24.78;1.7896566345162698e-05;background6
3.07;1.9807869743261845e-06;Ar ka + Ag L
18.2;0.0;background4
23.83;0.0;background5
1.23;0.0;background1
5.49;0.0;background2
4.24;0.0;Ca kb
7.04;0.0;Fe kb
7.35;0.0;background3
8.77;0.0;Zn ka
8.8;0.0;Cu kb
9.26;0.0;Zn kb
