energy;Mean_Abs_SHAP
6.4;0.05734120055137082
6.42;0.055163174326764354
6.38;0.05369433431684361
6.44;0.0484167684135887
6.36;0.04642318973535991
6.46;0.038378715504184674
6.34;0.03675920155745341
6.48;0.02757059711189629
6.32;0.025143564867295624
6.5;0.013312662168704529
6.3;0.011471548897452302
3.7;0.00508076900080165
3.68;0.003875077491288794
3.72;0.003317726119215942
4.5;0.002779145639613616
4.52;0.0026150613129015546
6.52;0.0025511948825431255
3.66;0.0020542389287996248
4.48;0.0016165994868046507
4.54;0.0015371515479551455
6.28;0.0013642337917043482
3.74;0.000965446434471025
4.56;0.0007126615879832955
3.64;0.0006245027354341666
4.46;0.000597338186973279
3.76;0.00023627538012908588
6.54;0.0001980490649460112
6.26;0.00014818296489669123
4.58;9.657005627607029e-05
5.9;8.28028839526111e-05
5.92;6.68259781286831e-05
5.88;5.514901787058925e-05
7.08;4.1952997076422214e-05
5.84;2.9599421833692392e-05
7;9.898176890376134e-06
6.56;6.3562563101479484e-06
6.94;5.780524801514538e-06
7.04;5.735704104904571e-06
4.44;5.150859763751217e-06
7.14;2.828839658174206e-06
7.1;2.2437583171701116e-06
3.62;1.2681996484835846e-06
9.04;0.0
9.06;0.0
9.08;0.0
9.1;0.0
9.12;0.0
9.14;0.0
9.16;0.0
9.18;0.0
9.2;0.0
9.22;0.0
9.26;0.0
9.28;0.0
9.3;0.0
9.32;0.0
9.34;0.0
9.4;0.0
9.38;0.0
9.36;0.0
9.24;0.0
9.78;0.0
9.8;0.0
9.82;0.0
9.84;0.0
9.86;0.0
9.88;0.0
9.9;0.0
9.42;0.0
9.94;0.0
9.96;0.0
9.98;0.0
10;0.0
10.02;0.0
10.04;0.0
10.06;0.0
10.08;0.0
9.92;0.0
9.02;0.0
9.44;0.0
9.46;0.0
9.48;0.0
9.5;0.0
9.52;0.0
9.54;0.0
9.56;0.0
9.76;0.0
9.6;0.0
9.62;0.0
9.64;0.0
9.66;0.0
9.68;0.0
9.7;0.0
9.72;0.0
9.74;0.0
9.58;0.0
8;0.0
8.02;0.0
8.04;0.0
8.06;0.0
8.08;0.0
8.1;0.0
8.12;0.0
8.84;0.0
8.16;0.0
8.18;0.0
8.2;0.0
8.22;0.0
8.24;0.0
8.26;0.0
8.28;0.0
